shuffle_id,corr_pc1_period,corr_pc2_group
1,0.00834076806644115,0.08536102766351542
2,0.1324137156178859,-0.011020473863573287
3,-0.0389062583567875,0.057125011834321095
4,-0.010472154739524446,0.09535966095005827
5,0.09960012623348614,0.10954199773448597
6,-0.06576367897950386,-0.09127510740562589
7,-0.007221412675147415,0.09790662715219302
8,-0.1870977531679748,0.14670284205013312
9,-0.14020551356815306,0.01579644589752594
10,-0.10599426907420766,-0.12948952141573675
11,-0.1451901076663914,0.15566168163805336
12,-0.09506616126224883,-0.10481582596938785
13,0.0013428735031387107,0.046233021737374244
14,0.01382604400021452,-0.04224702969124946
15,0.05763268674512554,-0.11434381906959024
16,-0.01222164634927908,0.16856345392047817
17,-0.17587527468620742,-0.021438711624659924
18,-0.044345104198939576,0.0017629239555624772
19,0.05357153844540358,0.019285740740393072
20,-0.051718836857403284,0.12584000038176488
21,0.05144986692799194,0.12691418601876714
22,0.03879534402925508,-0.03386787968848788
23,0.037828402195780556,-0.04783166502992133
24,-0.05332217621160692,-0.19069947000527646
25,-0.03724661125566866,-0.07437721850798594
26,0.15597997108980755,0.160352025033535
27,-0.033540756312411844,-0.12398205535871266
28,0.11505537289384433,0.03491953888296159
29,0.058095372554031986,-0.003826846400898734
30,-0.2067262598118241,-0.0011443652756011422
31,0.11489079462680105,-0.13880263003673393
32,-0.06625246818874701,0.027227142669344957
33,-0.12244579006225778,-0.03758165984678917
34,-0.07959424424309527,0.10282941303201866
35,-0.08879971046563542,-0.07405878525335846
36,-0.16732586132738747,0.003073197443904083
37,0.0031185573858813972,0.09234659264870451
38,0.11836580931802247,0.11030665145523144
39,0.14503384764658273,0.1555862472180662
40,-0.08831092281156068,-0.049662129267043546
41,0.07314415796250266,0.007593582400012314
42,-0.1120419437807332,-0.009935351144848172
43,-0.0696366773195216,0.05099019404836378
44,-0.0013601026813495909,-0.05785684509608785
45,0.18647952062450834,0.022332533341790816
46,0.015774891006342173,-0.019966994704315677
47,-0.0861613166985509,0.06822578178912196
48,0.020219133566880085,0.14686456998584815
49,-0.16994491930351582,-0.0014980944740370912
50,-0.12565418369317494,-0.05209731070678718
51,0.12134128779591238,0.20513365563971922
52,-0.033041720235426876,0.05976610808475848
53,-0.022178524177349567,-0.11502683121593942
54,-0.04063184363440956,-0.023128352553582806
55,-0.06913757201851044,-0.02616565152884617
56,-0.11468532990913322,0.18865660070273377
57,0.27826344483764176,-0.20471098485947964
58,0.03795195585643984,-0.11290301323200841
59,0.17188952921756515,0.0004776643048425058
60,0.02068106230214877,0.06565485262210294
61,0.07040036271688949,-0.04193517152883829
62,0.004131998273868524,-0.08477566052296132
63,0.011079714651082451,-0.07530689433160771
64,-0.05298660582583411,-0.0847232256824672
65,-0.11669468652028687,-0.08492387058592454
66,0.029115315006666417,0.11368652070809698
67,0.08234777861477272,0.03761281005175969
68,0.09270008193997627,0.03674007565840847
69,-0.10140346316853018,0.05388421170057508
70,0.13294740472400968,-0.13128186286998877
71,-0.1356414600706897,0.030524035519788592
72,-0.1421152245452362,-0.02303020534363011
73,-0.09638316674641124,0.039070449784990545
74,-0.12048047420256094,-0.028061422649673498
75,-0.03759530492573007,-0.04059107753285775
76,0.029183670398143166,-0.019034822388679696
77,0.009872131327415809,-0.06558291693680002
78,0.06831741346947688,0.011908040271657505
79,-0.00035133754769961116,0.06417805081268442
80,-0.11225747765150637,-0.09739753136246501
81,-0.23694089551896175,0.083458900055812
82,0.14128060626292296,-0.03470104783647762
83,0.10178111695795083,-0.13900212823328056
84,-0.16616514090067958,-0.01763178868222772
85,-0.016619869139161934,0.1402250976442264
86,0.04108831564488841,0.07760947552282547
87,-0.03208297157058346,-0.112740174736429
88,0.014322053814035372,-0.032917418158154785
89,-0.12268692535787619,-0.06857042824704047
90,0.08691833599823917,0.02773668578218648
91,-0.04419724733840475,-0.11602088170987031
92,0.005596765792581265,0.1126882498404917
93,-0.09378436987671668,0.08762002705569023
94,0.2518832633188602,-0.10494648960893165
95,-0.12169991410951238,0.14044989287533136
96,-0.10164360048684148,-0.019624756641958806
97,-0.0662384714943857,0.03916146361876814
98,0.056328621517902466,0.07739958018054777
99,-0.0695632420819672,0.11398088161955945
100,0.18673418312447027,0.05564660997129481
