test,shuffle_id,r_null
pc1_period,1,0.022704091370584663
pc1_period,2,-0.051499938612377054
pc1_period,3,-0.021804403553690992
pc1_period,4,0.14933343783149652
pc1_period,5,-0.08643731978988294
pc1_period,6,-0.04890679577937144
pc1_period,7,0.09755136707649434
pc1_period,8,-0.08236109589371275
pc1_period,9,-0.2456896565761187
pc1_period,10,-0.041382554891868234
pc1_period,11,-0.08460384013436316
pc1_period,12,-0.12650324365100293
pc1_period,13,-0.04419950593658787
pc1_period,14,0.005292984790600984
pc1_period,15,-0.0938702749849521
pc1_period,16,0.026420756301033434
pc1_period,17,-0.06345426646610461
pc1_period,18,-0.0199102659516056
pc1_period,19,0.07292306371268416
pc1_period,20,-0.02201197425902238
pc1_period,21,-0.04522225937201425
pc1_period,22,0.15999419507712762
pc1_period,23,0.03514490301938336
pc1_period,24,0.02263203646791384
pc1_period,25,0.050708487659246765
pc1_period,26,-0.11514265150842512
pc1_period,27,-0.10731308713492373
pc1_period,28,0.10948012973912795
pc1_period,29,-0.06465766403633909
pc1_period,30,-0.0763108541123651
pc1_period,31,-0.10011408737802167
pc1_period,32,0.00047212752648441344
pc1_period,33,-0.00939202108245274
pc1_period,34,0.10958899368816688
pc1_period,35,-0.04321739990608432
pc1_period,36,0.025569111286105003
pc1_period,37,-0.11662302580129733
pc1_period,38,-0.01756158744916485
pc1_period,39,-0.02742809231257498
pc1_period,40,-0.1724748403441269
pc1_period,41,0.11555988689310304
pc1_period,42,0.03469974371073954
pc1_period,43,-0.13711275204876575
pc1_period,44,0.007798799117805036
pc1_period,45,-1.351658611549753e-05
pc1_period,46,-0.10952100546559032
pc1_period,47,-0.05823532622952184
pc1_period,48,0.15162125620624844
pc1_period,49,0.08053419452807781
pc1_period,50,-0.030100709214741755
pc1_period,51,-0.0484818596686094
pc1_period,52,-0.0533649209042974
pc1_period,53,-0.08523489061593593
pc1_period,54,0.022261778250123952
pc1_period,55,-0.11100257949786146
pc1_period,56,0.1502087576998555
pc1_period,57,0.15083554574118374
pc1_period,58,0.12223300650639246
pc1_period,59,0.018733920166799516
pc1_period,60,-0.09523645061452019
pc1_period,61,0.03077563748933309
pc1_period,62,-0.1120069051793375
pc1_period,63,-0.06723061195799049
pc1_period,64,0.07708502587010976
pc1_period,65,0.18990462143947737
pc1_period,66,-0.08048289045905054
pc1_period,67,0.09673495992476604
pc1_period,68,-0.12252998596907987
pc1_period,69,-0.05751600814915716
pc1_period,70,0.004048817561987735
pc1_period,71,0.12325493756007243
pc1_period,72,0.07348712598679052
pc1_period,73,0.1754234462151648
pc1_period,74,0.04647542052839491
pc1_period,75,-0.27768495352840766
pc1_period,76,-0.00038602191002656334
pc1_period,77,-0.007426685799288513
pc1_period,78,0.07550245143006923
pc1_period,79,0.009521732591741107
pc1_period,80,0.05380460381066468
pc1_period,81,-0.05101386686452118
pc1_period,82,0.06132278275432716
pc1_period,83,-0.03797936509995451
pc1_period,84,-0.046035820760905316
pc1_period,85,-0.10130638836785415
pc1_period,86,-0.08671751763617004
pc1_period,87,-0.268895211454515
pc1_period,88,-0.15047744451513898
pc1_period,89,-0.03818428977837656
pc1_period,90,0.19539054553897173
pc1_period,91,-0.11753700360354115
pc1_period,92,-0.16167262688223372
pc1_period,93,-0.08610202065967372
pc1_period,94,0.13499516933453015
pc1_period,95,0.10588515556222246
pc1_period,96,0.02135145017102167
pc1_period,97,-0.07328166319128812
pc1_period,98,0.19609994369408842
pc1_period,99,0.08039688170268819
pc1_period,100,0.09979551429124812
pc1_period,101,0.10212441317273645
pc1_period,102,-0.04165448513398071
pc1_period,103,0.05374141861901417
pc1_period,104,0.0710553944872624
pc1_period,105,-0.011748003724174233
pc1_period,106,0.024816257105853393
pc1_period,107,-0.060111644596939
pc1_period,108,0.09156204385259395
pc1_period,109,-0.028241733909708033
pc1_period,110,-0.0255409796619701
pc1_period,111,-0.09035157876261053
pc1_period,112,0.16226955065170734
pc1_period,113,-0.10750202930243222
pc1_period,114,-0.22634487498843667
pc1_period,115,0.11905316647935936
pc1_period,116,-0.03385761331414079
pc1_period,117,-0.028297580976331033
pc1_period,118,-0.025757350921914748
